Município,Ano,População
Abadia dos Dourados,2014,6992
Abaeté,2014,23494
Abre Campo,2014,13711
Acaiaca,2014,4050
Açucena,2014,10216
Água Boa,2014,14856
Água Comprida,2014,2067
Aguanil,2014,4332
Águas Formosas,2014,19248
Águas Vermelhas,2014,13378
Aimorés,2014,25685
Aiuruoca,2014,6257
Alagoa,2014,2764
Albertina,2014,3025
Além Paraíba,2014,35641
Alfenas,2014,78176
Alfredo Vasconcelos,2014,6566
Almenara,2014,41028
Alpercata,2014,7458
Alpinópolis,2014,19513
Alterosa,2014,14371
Alto Caparaó,2014,5655
Alto Rio Doce,2014,12006
Alvarenga,2014,4343
Alvinópolis,2014,15630
Alvorada de Minas,2014,3661
Amparo do Serra,2014,4997
Andradas,2014,39761
Cachoeira de Pajeú,2014,9372
Andrelândia,2014,12507
Angelândia,2014,8416
Antônio Carlos,2014,11534
Antônio Dias,2014,9711
Antônio Prado de Minas,2014,1685
Araçaí,2014,2344
Aracitaba,2014,2112
Araçuaí,2014,37220
Araguari,2014,115632
Arantina,2014,2884
Araponga,2014,8478
Araporã,2014,6593
Arapuá,2014,2870
Araújos,2014,8645
Araxá,2014,101136
Arceburgo,2014,10262
Arcos,2014,38946
Areado,2014,14624
Argirita,2014,2907
Aricanduva,2014,5078
Arinos,2014,18210
Astolfo Dutra,2014,13840
Ataléia,2014,14188
Augusto de Lima,2014,5051
Baependi,2014,19117
Baldim,2014,8082
Bambuí,2014,23759
Bandeira,2014,5039
Bandeira do Sul,2014,5639
Barão de Cocais,2014,30893
Barão de Monte Alto,2014,5738
Barbacena,2014,133972
Barra Longa,2014,5893
Barroso,2014,20590
Bela Vista de Minas,2014,10362
Belmiro Braga,2014,3500
Belo Horizonte,2014,2491109
Belo Oriente,2014,25329
Belo Vale,2014,7803
Berilo,2014,12469
Bertópolis,2014,4656
Berizal,2014,4630
Betim,2014,412003
Bias Fortes,2014,3724
Bicas,2014,14342
Biquinhas,2014,2652
Boa Esperança,2014,40155
Bocaina de Minas,2014,5169
Bocaiúva,2014,49293
Bom Despacho,2014,48802
Bom Jardim de Minas,2014,6658
Bom Jesus da Penha,2014,4121
Bom Jesus do Amparo,2014,5871
Bom Jesus do Galho,2014,15587
Bom Repouso,2014,10763
Bom Sucesso,2014,17832
Bonfim,2014,7014
Bonfinópolis de Minas,2014,5867
Bonito de Minas,2014,10535
Borda da Mata,2014,18481
Botelhos,2014,15325
Botumirim,2014,6593
Brasilândia de Minas,2014,15522
Brasília de Minas,2014,32473
Brás Pires,2014,4634
Braúnas,2014,5068
Brazópolis,2014,14957
Brumadinho,2014,37314
Bueno Brandão,2014,11217
Buenópolis,2014,10586
Bugre,2014,4128
Buritis,2014,24169
Buritizeiro,2014,28071
Cabeceira Grande,2014,6818
Cabo Verde,2014,14280
Cachoeira da Prata,2014,3727
Cachoeira de Minas,2014,11525
Cachoeira Dourada,2014,2645
Caetanópolis,2014,11046
Caeté,2014,43395
Caiana,2014,5308
Cajuri,2014,4128
Caldas,2014,14325
Camacho,2014,3133
Camanducaia,2014,21901
Cambuí,2014,28402
Cambuquira,2014,13012
Campanário,2014,3720
Campanha,2014,16325
Campestre,2014,21367
Campina Verde,2014,19991
Campo Azul,2014,3832
Campo Belo,2014,53870
Campo do Meio,2014,11844
Campo Florido,2014,7562
Campos Altos,2014,15078
Campos Gerais,2014,28783
Canaã,2014,4721
Canápolis,2014,11945
Cana Verde,2014,5738
Candeias,2014,15088
Cantagalo,2014,4436
Caparaó,2014,5435
Capela Nova,2014,4836
Capelinha,2014,37041
Capetinga,2014,7203
Capim Branco,2014,9461
Capinópolis,2014,16038
Capitão Andrade,2014,5270
Capitão Enéas,2014,14986
Capitólio,2014,8574
Caputira,2014,9371
Caraí,2014,23458
Caranaíba,2014,3330
Carandaí,2014,24864
Carangola,2014,33412
Caratinga,2014,90192
Carbonita,2014,9487
Careaçu,2014,6645
Carlos Chagas,2014,20090
Carmésia,2014,2584
Carmo da Cachoeira,2014,12276
Carmo da Mata,2014,11429
Carmo de Minas,2014,14550
Carmo do Cajuru,2014,21519
Carmo do Paranaíba,2014,30739
Carmo do Rio Claro,2014,21273
Carmópolis de Minas,2014,18416
Carneirinho,2014,9939
Carrancas,2014,4089
Carvalhópolis,2014,3523
Carvalhos,2014,4642
Casa Grande,2014,2308
Cascalho Rico,2014,3018
Cássia,2014,17991
Conceição da Barra de Minas,2014,4055
Cataguases,2014,73712
Catas Altas,2014,5184
Catas Altas da Noruega,2014,3623
Catuji,2014,6721
Catuti,2014,5187
Caxambu,2014,22244
Cedro do Abaeté,2014,1222
Central de Minas,2014,7051
Centralina,2014,10593
Chácara,2014,3010
Chalé,2014,5814
Chapada do Norte,2014,15648
Chapada Gaúcha,2014,12239
Chiador,2014,2817
Cipotânea,2014,6813
Claraval,2014,4776
Claro dos Poções,2014,7885
Cláudio,2014,27579
Coimbra,2014,7437
Coluna,2014,9195
Comendador Gomes,2014,3105
Comercinho,2014,7962
Conceição da Aparecida,2014,10263
Conceição das Pedras,2014,2845
Conceição das Alagoas,2014,25588
Conceição de Ipanema,2014,4618
Conceição do Mato Dentro,2014,18235
Conceição do Pará,2014,5430
Conceição do Rio Verde,2014,13559
Conceição dos Ouros,2014,11151
Cônego Marinho,2014,7515
Confins,2014,6409
Congonhal,2014,11334
Congonhas,2014,52280
Congonhas do Norte,2014,5111
Conquista,2014,6860
Conselheiro Lafaiete,2014,124370
Conselheiro Pena,2014,23088
Consolação,2014,1801
Contagem,2014,643476
Coqueiral,2014,9476
Coração de Jesus,2014,26933
Cordisburgo,2014,8981
Cordislândia,2014,3565
Corinto,2014,24457
Coroaci,2014,10422
Coromandel,2014,28428
Coronel Fabriciano,2014,108843
Coronel Murta,2014,9394
Coronel Pacheco,2014,3101
Coronel Xavier Chaves,2014,3440
Córrego Danta,2014,3408
Córrego do Bom Jesus,2014,3815
Córrego Fundo,2014,6159
Córrego Novo,2014,3065
Couto de Magalhães de Minas,2014,4395
Crisólita,2014,6467
Cristais,2014,12185
Cristália,2014,5993
Cristiano Otoni,2014,5193
Cristina,2014,10485
Crucilândia,2014,4991
Cruzeiro da Fortaleza,2014,4122
Cruzília,2014,15299
Cuparaque,2014,4922
Curral de Dentro,2014,7420
Curvelo,2014,78373
Datas,2014,5425
Delfim Moreira,2014,8199
Delfinópolis,2014,7120
Delta,2014,9280
Descoberto,2014,4989
Desterro de Entre Rios,2014,7279
Desterro do Melo,2014,3048
Diamantina,2014,47803
Diogo de Vasconcelos,2014,3929
Dionísio,2014,8558
Divinésia,2014,3427
Divino,2014,19947
Divino das Laranjeiras,2014,5080
Divinolândia de Minas,2014,7425
Divinópolis,2014,228643
Divisa Alegre,2014,6398
Divisa Nova,2014,6011
Divisópolis,2014,10027
Dom Bosco,2014,3857
Dom Cavati,2014,5288
Dom Joaquim,2014,4624
Dom Silvério,2014,5346
Dom Viçoso,2014,3074
Dona Euzébia,2014,6386
Dores de Campos,2014,9882
Dores de Guanhães,2014,5335
Dores do Indaiá,2014,14014
Dores do Turvo,2014,4495
Doresópolis,2014,1512
Douradoquara,2014,1915
Durandé,2014,7783
Elói Mendes,2014,27019
Engenheiro Caldas,2014,10888
Engenheiro Navarro,2014,7353
Entre Folhas,2014,5373
Entre Rios de Minas,2014,15034
Ervália,2014,18789
Esmeraldas,2014,66237
Espera Feliz,2014,24287
Espinosa,2014,32117
Espírito Santo do Dourado,2014,4648
Estiva,2014,11329
Estrela Dalva,2014,2483
Estrela do Indaiá,2014,3599
Estrela do Sul,2014,7851
Eugenópolis,2014,11107
Ewbank da Câmara,2014,3914
Extrema,2014,32402
Fama,2014,2421
Faria Lemos,2014,3409
Felício dos Santos,2014,5118
São Gonçalo do Rio Preto,2014,3180
Felisburgo,2014,7288
Felixlândia,2014,14973
Fernandes Tourinho,2014,3269
Ferros,2014,10707
Fervedouro,2014,10880
Florestal,2014,7137
Formiga,2014,67833
Formoso,2014,8945
Fortaleza de Minas,2014,4330
Fortuna de Minas,2014,2872
Francisco Badaró,2014,10546
Francisco Dumont,2014,5130
Francisco Sá,2014,26102
Franciscópolis,2014,5784
Frei Gaspar,2014,6031
Frei Inocêncio,2014,9428
Frei Lagonegro,2014,3475
Fronteira,2014,16036
Fronteira dos Vales,2014,4765
Fruta de Leite,2014,5863
Frutal,2014,57269
Funilândia,2014,4153
Galiléia,2014,7076
Gameleiras,2014,5259
Glaucilândia,2014,3114
Goiabeira,2014,3253
Goianá,2014,3876
Gonçalves,2014,4381
Gonzaga,2014,6168
Gouveia,2014,12039
Governador Valadares,2014,276995
Grão Mogol,2014,15737
Grupiara,2014,1415
Guanhães,2014,33297
Guapé,2014,14379
Guaraciaba,2014,10527
Guaraciama,2014,4941
Guaranésia,2014,19319
Guarani,2014,8996
Guarará,2014,3977
Guarda-Mor,2014,6739
Guaxupé,2014,51704
Guidoval,2014,7341
Guimarânia,2014,7764
Guiricema,2014,8805
Gurinhatã,2014,6094
Heliodora,2014,6455
Iapu,2014,10820
Ibertioga,2014,5159
Ibiá,2014,24613
Ibiaí,2014,8264
Ibiracatu,2014,6228
Ibiraci,2014,13158
Ibirité,2014,171932
Ibitiúra de Minas,2014,3512
Ibituruna,2014,2990
Icaraí de Minas,2014,11524
Igarapé,2014,39045
Igaratinga,2014,10144
Iguatama,2014,8202
Ijaci,2014,6288
Ilicínea,2014,12141
Imbé de Minas,2014,6782
Inconfidentes,2014,7254
Indaiabira,2014,7527
Indianópolis,2014,6632
Ingaí,2014,2752
Inhapim,2014,24858
Inhaúma,2014,6114
Inimutaba,2014,7349
Ipaba,2014,17902
Ipanema,2014,19318
Ipatinga,2014,255266
Ipiaçu,2014,4260
Ipuiúna,2014,9991
Iraí de Minas,2014,6842
Itabira,2014,116745
Itabirinha,2014,11297
Itabirito,2014,49203
Itacambira,2014,5276
Itacarambi,2014,18350
Itaguara,2014,13087
Itaipé,2014,12489
Itajubá,2014,95491
Itamarandiba,2014,34033
Itamarati de Minas,2014,4295
Itambacuri,2014,23557
Itambé do Mato Dentro,2014,2261
Itamogi,2014,10553
Itamonte,2014,14998
Itanhandu,2014,15006
Itanhomi,2014,12311
Itaobim,2014,21566
Itapagipe,2014,14645
Itapecerica,2014,22082
Itapeva,2014,9338
Itatiaiuçu,2014,10674
Itaú de Minas,2014,15798
Itaúna,2014,90783
Itaverava,2014,5795
Itinga,2014,15012
Itueta,2014,6069
Ituiutaba,2014,102690
Itumirim,2014,6250
Iturama,2014,37277
Itutinga,2014,3963
Jaboticatubas,2014,18785
Jacinto,2014,12524
Jacuí,2014,7770
Jacutinga,2014,24648
Jaguaraçu,2014,3124
Jaíba,2014,36586
Jampruca,2014,5333
Janaúba,2014,70472
Januária,2014,68065
Japaraíba,2014,4206
Japonvar,2014,8622
Jeceaba,2014,5340
Jenipapo de Minas,2014,7531
Jequeri,2014,12993
Jequitaí,2014,8021
Jequitibá,2014,5310
Jequitinhonha,2014,25260
Jesuânia,2014,4899
Joaíma,2014,15523
Joanésia,2014,5222
João Monlevade,2014,78040
João Pinheiro,2014,47870
Joaquim Felício,2014,4573
Jordânia,2014,10786
José Gonçalves de Minas,2014,4650
José Raydan,2014,4738
Josenópolis,2014,4804
Nova União,2014,5766
Juatuba,2014,24662
Juiz de Fora,2014,550710
Juramento,2014,4307
Juruaia,2014,10008
Juvenília,2014,5862
Ladainha,2014,17881
Lagamar,2014,7800
Lagoa da Prata,2014,49654
Lagoa dos Patos,2014,4285
Lagoa Dourada,2014,12874
Lagoa Formosa,2014,17962
Lagoa Grande,2014,9216
Lagoa Santa,2014,58702
Lajinha,2014,20241
Lambari,2014,20564
Lamim,2014,3517
Laranjal,2014,6770
Lassance,2014,6663
Lavras,2014,99229
Leandro Ferreira,2014,3297
Leme do Prado,2014,4974
Leopoldina,2014,53032
Liberdade,2014,5373
Lima Duarte,2014,16786
Limeira do Oeste,2014,7327
Lontra,2014,8881
Luisburgo,2014,6407
Luislândia,2014,6685
Luminárias,2014,5571
Luz,2014,18230
Machacalis,2014,7210
Machado,2014,41070
Madre de Deus de Minas,2014,5108
Malacacheta,2014,19209
Mamonas,2014,6573
Manga,2014,19757
Manhuaçu,2014,85909
Manhumirim,2014,22465
Mantena,2014,28023
Maravilhas,2014,7674
Mar de Espanha,2014,12480
Maria da Fé,2014,14534
Mariana,2014,58233
Marilac,2014,4286
Mário Campos,2014,14427
Maripá de Minas,2014,2934
Marliéria,2014,4126
Marmelópolis,2014,2958
Martinho Campos,2014,13248
Martins Soares,2014,7858
Mata Verde,2014,8363
Materlândia,2014,4659
Mateus Leme,2014,29873
Matias Barbosa,2014,14196
Matias Cardoso,2014,10717
Matipó,2014,18604
Mato Verde,2014,12921
Matozinhos,2014,36382
Matutina,2014,3853
Medeiros,2014,3676
Medina,2014,21485
Mendes Pimentel,2014,6541
Mercês,2014,10784
Mesquita,2014,6038
Minas Novas,2014,31864
Minduri,2014,3960
Mirabela,2014,13598
Miradouro,2014,10718
Miraí,2014,14649
Miravânia,2014,4803
Moeda,2014,4903
Moema,2014,7406
Monjolos,2014,2365
Monsenhor Paulo,2014,8583
Montalvânia,2014,15875
Monte Alegre de Minas,2014,20728
Monte Azul,2014,22102
Monte Belo,2014,13440
Monte Carmelo,2014,47770
Monte Formoso,2014,4877
Monte Santo de Minas,2014,21897
Montes Claros,2014,390212
Monte Sião,2014,22794
Montezuma,2014,7973
Morada Nova de Minas,2014,8712
Morro da Garça,2014,2649
Morro do Pilar,2014,3399
Munhoz,2014,6327
Muriaé,2014,106576
Mutum,2014,27475
Muzambinho,2014,21012
Nacip Raydan,2014,3261
Nanuque,2014,41852
Naque,2014,6767
Natalândia,2014,3377
Natércia,2014,4807
Nazareno,2014,8422
Nepomuceno,2014,26812
Ninheira,2014,10261
Nova Belém,2014,3609
Nova Era,2014,18000
Nova Lima,2014,88672
Nova Módica,2014,3811
Nova Ponte,2014,14241
Nova Porteirinha,2014,7630
Nova Resende,2014,16313
Nova Serrana,2014,87260
Novo Cruzeiro,2014,31760
Novo Oriente de Minas,2014,10773
Novorizonte,2014,5226
Olaria,2014,1935
Olhos-d'Água,2014,5735
Olímpio Noronha,2014,2700
Oliveira,2014,41375
Oliveira Fortes,2014,2182
Onça de Pitangui,2014,3171
Oratórios,2014,4673
Orizânia,2014,7767
Ouro Branco,2014,37878
Ouro Fino,2014,33214
Ouro Preto,2014,73700
Ouro Verde de Minas,2014,6138
Padre Carvalho,2014,6203
Padre Paraíso,2014,19859
Paineiras,2014,4692
Pains,2014,8329
Pai Pedro,2014,6150
Paiva,2014,1587
Palma,2014,6742
Palmópolis,2014,6537
Papagaios,2014,15144
Paracatu,2014,90294
Pará de Minas,2014,90306
Paraguaçu,2014,21276
Paraisópolis,2014,20563
Paraopeba,2014,23940
Passabém,2014,1764
Passa Quatro,2014,16290
Passa Tempo,2014,8363
Passa Vinte,2014,2117
Passos,2014,112402
Patis,2014,5881
Patos de Minas,2014,147614
Patrocínio,2014,87928
Patrocínio do Muriaé,2014,5583
Paula Cândido,2014,9630
Paulistas,2014,5010
Pavão,2014,8755
Peçanha,2014,17817
Pedra Azul,2014,24648
Pedra Bonita,2014,7015
Pedra do Anta,2014,3375
Pedra do Indaiá,2014,4013
Pedra Dourada,2014,2374
Pedralva,2014,11652
Pedras de Maria da Cruz,2014,11084
Pedrinópolis,2014,3638
Pedro Leopoldo,2014,62473
Pedro Teixeira,2014,1840
Pequeri,2014,3310
Pequi,2014,4314
Perdigão,2014,10185
Perdizes,2014,15484
Perdões,2014,21129
Periquito,2014,7126
Pescador,2014,4284
Piau,2014,2877
Piedade de Caratinga,2014,7878
Piedade de Ponte Nova,2014,4197
Piedade do Rio Grande,2014,4744
Piedade dos Gerais,2014,4897
Pimenta,2014,8619
Pingo-d'Água,2014,4743
Pintópolis,2014,7516
Piracema,2014,6573
Pirajuba,2014,5396
Piranga,2014,17835
Piranguçu,2014,5454
Piranguinho,2014,8456
Pirapetinga,2014,10787
Pirapora,2014,55972
Piraúba,2014,11112
Pitangui,2014,27040
Piumhi,2014,33833
Planura,2014,11355
Poço Fundo,2014,16705
Poços de Caldas,2014,162379
Pocrane,2014,8994
Pompéu,2014,30943
Ponte Nova,2014,59814
Ponto Chique,2014,4187
Ponto dos Volantes,2014,11949
Porteirinha,2014,38709
Porto Firme,2014,11033
Poté,2014,16428
Pouso Alegre,2014,142073
Pouso Alto,2014,6263
Prados,2014,8865
Prata,2014,27293
Pratápolis,2014,8952
Pratinha,2014,3485
Presidente Bernardes,2014,5612
Presidente Juscelino,2014,3901
Presidente Kubitschek,2014,3053
Presidente Olegário,2014,19398
Alto Jequitibá,2014,8532
Prudente de Morais,2014,10287
Quartel Geral,2014,3493
Queluzito,2014,1940
Raposos,2014,16144
Raul Soares,2014,24408
Recreio,2014,10651
Reduto,2014,6973
Resende Costa,2014,11429
Resplendor,2014,17653
Ressaquinha,2014,4820
Riachinho,2014,8266
Riacho dos Machados,2014,9650
Ribeirão das Neves,2014,319310
Ribeirão Vermelho,2014,4008
Rio Acima,2014,9816
Rio Casca,2014,14310
Rio Doce,2014,2588
Rio do Prado,2014,5324
Rio Espera,2014,5986
Rio Manso,2014,5636
Rio Novo,2014,9032
Rio Paranaíba,2014,12364
Rio Pardo de Minas,2014,30578
Rio Piracicaba,2014,14590
Rio Pomba,2014,17872
Rio Preto,2014,5502
Rio Vermelho,2014,13674
Ritápolis,2014,4922
Rochedo de Minas,2014,2246
Rodeiro,2014,7543
Romaria,2014,3664
Rosário da Limeira,2014,4495
Rubelita,2014,7257
Rubim,2014,10304
Sabará,2014,133528
Sabinópolis,2014,16014
Sacramento,2014,25432
Salinas,2014,41098
Salto da Divisa,2014,7096
Santa Bárbara,2014,29888
Santa Bárbara do Leste,2014,8068
Santa Bárbara do Monte Verde,2014,3005
Santa Bárbara do Tugúrio,2014,4631
Santa Cruz de Minas,2014,8365
Santa Cruz de Salinas,2014,4408
Santa Cruz do Escalvado,2014,5026
Santa Efigênia de Minas,2014,4641
Santa Fé de Minas,2014,4021
Santa Helena de Minas,2014,6336
Santa Juliana,2014,12702
Santa Luzia,2014,214830
Santa Margarida,2014,15879
Santa Maria de Itabira,2014,10942
Santa Maria do Salto,2014,5400
Santa Maria do Suaçuí,2014,14854
Santana da Vargem,2014,7364
Santana de Cataguases,2014,3815
Santana de Pirapama,2014,8068
Santana do Deserto,2014,4006
Santana do Garambéu,2014,2381
Santana do Jacaré,2014,4811
Santana do Manhuaçu,2014,8839
Santana do Paraíso,2014,30943
Santana do Riacho,2014,4235
Santana dos Montes,2014,3902
Santa Rita de Caldas,2014,9228
Santa Rita de Jacutinga,2014,5077
Santa Rita de Minas,2014,6984
Santa Rita de Ibitipoca,2014,3611
Santa Rita do Itueto,2014,5760
Santa Rita do Sapucaí,2014,40941
Santa Rosa da Serra,2014,3357
Santa Vitória,2014,19250
Santo Antônio do Amparo,2014,18266
Santo Antônio do Aventureiro,2014,3655
Santo Antônio do Grama,2014,4120
Santo Antônio do Itambé,2014,4121
Santo Antônio do Jacinto,2014,12024
Santo Antônio do Monte,2014,27556
Santo Antônio do Retiro,2014,7264
Santo Antônio do Rio Abaixo,2014,1818
Santo Hipólito,2014,3261
Santos Dumont,2014,47558
São Bento Abade,2014,4981
São Brás do Suaçuí,2014,3693
São Domingos das Dores,2014,5642
São Domingos do Prata,2014,17805
São Félix de Minas,2014,3465
São Francisco,2014,56217
São Francisco de Paula,2014,6668
São Francisco de Sales,2014,6110
São Francisco do Glória,2014,5177
São Geraldo,2014,11372
São Geraldo da Piedade,2014,4329
São Geraldo do Baixio,2014,3788
São Gonçalo do Abaeté,2014,6717
São Gonçalo do Pará,2014,11475
São Gonçalo do Rio Abaixo,2014,10488
São Gonçalo do Sapucaí,2014,25143
São Gotardo,2014,34107
São João Batista do Glória,2014,7292
São João da Lagoa,2014,4880
São João da Mata,2014,2809
São João da Ponte,2014,25933
São João das Missões,2014,12539
São João del Rei,2014,88902
São João do Manhuaçu,2014,11038
São João do Manteninha,2014,5591
São João do Oriente,2014,7925
São João do Pacuí,2014,4308
São João do Paraíso,2014,23417
São João Evangelista,2014,16043
São João Nepomuceno,2014,26227
São Joaquim de Bicas,2014,28624
São José da Barra,2014,7213
São José da Lapa,2014,21905
São José da Safira,2014,4258
São José da Varginha,2014,4630
São José do Alegre,2014,4180
São José do Divino,2014,3943
São José do Goiabal,2014,5695
São José do Jacuri,2014,6682
São José do Mantimento,2014,2738
São Lourenço,2014,44417
São Miguel do Anta,2014,7006
São Pedro da União,2014,5016
São Pedro dos Ferros,2014,8339
São Pedro do Suaçuí,2014,5584
São Romão,2014,11370
São Roque de Minas,2014,7005
São Sebastião da Bela Vista,2014,5300
São Sebastião da Vargem Alegre,2014,2955
São Sebastião do Anta,2014,6215
São Sebastião do Maranhão,2014,10678
São Sebastião do Oeste,2014,6344
São Sebastião do Paraíso,2014,69057
São Sebastião do Rio Preto,2014,1611
São Sebastião do Rio Verde,2014,2217
São Tiago,2014,10986
São Tomás de Aquino,2014,7248
São Tomé das Letras,2014,7001
São Vicente de Minas,2014,7487
Sapucaí-Mirim,2014,6678
Sardoá,2014,6021
Sarzedo,2014,29270
Setubinha,2014,11717
Sem-Peixe,2014,2834
Senador Amaral,2014,5409
Senador Cortes,2014,2046
Senador Firmino,2014,7650
Senador José Bento,2014,1769
Senador Modestino Gonçalves,2014,4523
Senhora de Oliveira,2014,5871
Senhora do Porto,2014,3598
Senhora dos Remédios,2014,10565
Sericita,2014,7391
Seritinga,2014,1860
Serra Azul de Minas,2014,4358
Serra da Saudade,2014,822
Serra dos Aimorés,2014,8744
Serra do Salitre,2014,11236
Serrania,2014,7787
Serranópolis de Minas,2014,4682
Serranos,2014,2033
Serro,2014,21423
Sete Lagoas,2014,229887
Silveirânia,2014,2277
Silvianópolis,2014,6266
Simão Pereira,2014,2634
Simonésia,2014,19307
Sobrália,2014,5869
Soledade de Minas,2014,6014
Tabuleiro,2014,4052
Taiobeiras,2014,33040
Taparuba,2014,3206
Tapira,2014,4484
Tapiraí,2014,1922
Taquaraçu de Minas,2014,4006
Tarumirim,2014,14674
Teixeiras,2014,11770
Teófilo Otoni,2014,140567
Timóteo,2014,86794
Tiradentes,2014,7551
Tiros,2014,6912
Tocantins,2014,16567
Tocos do Moji,2014,4112
Toledo,2014,6111
Tombos,2014,9174
Três Corações,2014,77340
Três Marias,2014,30673
Três Pontas,2014,56408
Tumiritinga,2014,6632
Tupaciguara,2014,25269
Turmalina,2014,19288
Turvolândia,2014,4932
Ubá,2014,109779
Ubaí,2014,12324
Ubaporanga,2014,12523
Uberaba,2014,318813
Uberlândia,2014,654681
Umburatiba,2014,2736
Unaí,2014,82298
União de Minas,2014,4486
Uruana de Minas,2014,3336
Urucânia,2014,10583
Urucuia,2014,15266
Vargem Alegre,2014,6635
Vargem Bonita,2014,2214
Vargem Grande do Rio Pardo,2014,4966
Varginha,2014,131269
Varjão de Minas,2014,6662
Várzea da Palma,2014,38213
Varzelândia,2014,19690
Vazante,2014,20580
Verdelândia,2014,8967
Veredinha,2014,5760
Veríssimo,2014,3781
Vermelho Novo,2014,4871
Vespasiano,2014,116506
Viçosa,2014,76745
Vieiras,2014,3777
Mathias Lobato,2014,3389
Virgem da Lapa,2014,14023
Virgínia,2014,8865
Virginópolis,2014,10820
Virgolândia,2014,5691
Visconde do Rio Branco,2014,40778
Volta Grande,2014,5274
Wenceslau Braz,2014,2618
Abadia dos Dourados,2015,7015
Abaeté,2015,23535
Abre Campo,2015,13719
Acaiaca,2015,4056
Açucena,2015,10140
Água Boa,2015,14686
Água Comprida,2015,2064
Aguanil,2015,4370
Águas Formosas,2015,19307
Águas Vermelhas,2015,13447
Aimorés,2015,25694
Aiuruoca,2015,6240
Alagoa,2015,2760
Albertina,2015,3033
Além Paraíba,2015,35720
Alfenas,2015,78712
Alfredo Vasconcelos,2015,6639
Almenara,2015,41296
Alpercata,2015,7478
Alpinópolis,2015,19630
Alterosa,2015,14434
Alto Caparaó,2015,5702
Alto Rio Doce,2015,11896
Alvarenga,2015,4292
Alvinópolis,2015,15619
Alvorada de Minas,2015,3666
Amparo do Serra,2015,4971
Andradas,2015,40092
Cachoeira de Pajeú,2015,9410
Andrelândia,2015,12507
Angelândia,2015,8460
Antônio Carlos,2015,11560
Antônio Dias,2015,9685
Antônio Prado de Minas,2015,1677
Araçaí,2015,2352
Aracitaba,2015,2112
Araçuaí,2015,37270
Araguari,2015,116267
Arantina,2015,2880
Araponga,2015,8501
Araporã,2015,6657
Arapuá,2015,2875
Araújos,2015,8768
Araxá,2015,102238
Arceburgo,2015,10373
Arcos,2015,39249
Areado,2015,14740
Argirita,2015,2890
Aricanduva,2015,5118
Arinos,2015,18221
Astolfo Dutra,2015,13937
Ataléia,2015,14039
Augusto de Lima,2015,5041
Baependi,2015,19186
Baldim,2015,8071
Bambuí,2015,23850
Bandeira,2015,5019
Bandeira do Sul,2015,5674
Barão de Cocais,2015,31270
Barão de Monte Alto,2015,5706
Barbacena,2015,134924
Barra Longa,2015,5799
Barroso,2015,20693
Bela Vista de Minas,2015,10381
Belmiro Braga,2015,3501
Belo Horizonte,2015,2502557
Belo Oriente,2015,25619
Belo Vale,2015,7816
Berilo,2015,12431
Bertópolis,2015,4664
Berizal,2015,4661
Betim,2015,417307
Bias Fortes,2015,3685
Bicas,2015,14413
Biquinhas,2015,2640
Boa Esperança,2015,40287
Bocaina de Minas,2015,5174
Bocaiúva,2015,49600
Bom Despacho,2015,49236
Bom Jardim de Minas,2015,6653
Bom Jesus da Penha,2015,4150
Bom Jesus do Amparo,2015,5923
Bom Jesus do Galho,2015,15542
Bom Repouso,2015,10767
Bom Sucesso,2015,17858
Bonfim,2015,7016
Bonfinópolis de Minas,2015,5831
Bonito de Minas,2015,10669
Borda da Mata,2015,18682
Botelhos,2015,15324
Botumirim,2015,6574
Brasilândia de Minas,2015,15727
Brasília de Minas,2015,32564
Brás Pires,2015,4604
Braúnas,2015,5045
Brazópolis,2015,14934
Brumadinho,2015,37857
Bueno Brandão,2015,11223
Buenópolis,2015,10589
Bugre,2015,4134
Buritis,2015,24351
Buritizeiro,2015,28163
Cabeceira Grande,2015,6861
Cabo Verde,2015,14298
Cachoeira da Prata,2015,3721
Cachoeira de Minas,2015,11567
Cachoeira Dourada,2015,2661
Caetanópolis,2015,11170
Caeté,2015,43739
Caiana,2015,5354
Cajuri,2015,4121
Caldas,2015,14396
Camacho,2015,3109
Camanducaia,2015,21955
Cambuí,2015,28669
Cambuquira,2015,13026
Campanário,2015,3733
Campanha,2015,16431
Campestre,2015,21392
Campina Verde,2015,20022
Campo Azul,2015,3843
Campo Belo,2015,54076
Campo do Meio,2015,11856
Campo Florido,2015,7675
Campos Altos,2015,15186
Campos Gerais,2015,28879
Canaã,2015,4713
Canápolis,2015,12005
Cana Verde,2015,5737
Candeias,2015,15108
Cantagalo,2015,4464
Caparaó,2015,5454
Capela Nova,2015,4825
Capelinha,2015,37330
Capetinga,2015,7185
Capim Branco,2015,9537
Capinópolis,2015,16112
Capitão Andrade,2015,5317
Capitão Enéas,2015,15074
Capitólio,2015,8612
Caputira,2015,9392
Caraí,2015,23571
Caranaíba,2015,3319
Carandaí,2015,25044
Carangola,2015,33463
Caratinga,2015,90782
Carbonita,2015,9507
Careaçu,2015,6684
Carlos Chagas,2015,19971
Carmésia,2015,2600
Carmo da Cachoeira,2015,12302
Carmo da Mata,2015,11475
Carmo de Minas,2015,14645
Carmo do Cajuru,2015,21735
Carmo do Paranaíba,2015,30782
Carmo do Rio Claro,2015,21338
Carmópolis de Minas,2015,18619
Carneirinho,2015,9985
Carrancas,2015,4096
Carvalhópolis,2015,3544
Carvalhos,2015,4633
Casa Grande,2015,2308
