Município,Ano,População
Bela Vista de Minas,2019,10255
Belmiro Braga,2019,3429
Belo Horizonte,2019,2512070
Belo Oriente,2019,26700
Belo Vale,2019,7715
Berilo,2019,11932
Bertópolis,2019,4604
Berizal,2019,4735
Betim,2019,439340
Bias Fortes,2019,3379
Bicas,2019,14494
Biquinhas,2019,2515
Boa Esperança,2019,40127
Bocaina de Minas,2019,5090
Bocaiúva,2019,49979
Bom Despacho,2019,50605
Bom Jardim de Minas,2019,6474
Bom Jesus da Penha,2019,4217
Bom Jesus do Amparo,2019,6083
Bom Jesus do Galho,2019,14935
Bom Repouso,2019,10547
Bom Sucesso,2019,17603
Bonfim,2019,6868
Bonfinópolis de Minas,2019,5493
Bonito de Minas,2019,11230
Borda da Mata,2019,19412
Botelhos,2019,14971
Botumirim,2019,6319
Brasilândia de Minas,2019,16538
Brasília de Minas,2019,32347
Brás Pires,2019,4333
Braúnas,2019,4801
Brazópolis,2019,14459
Brumadinho,2019,40103
Bueno Brandão,2019,11001
Buenópolis,2019,10365
Bugre,2019,3982
Buritis,2019,24841
Buritizeiro,2019,28056
Cabeceira Grande,2019,6949
Cabo Verde,2019,14075
Cachoeira da Prata,2019,3603
Cachoeira de Minas,2019,11547
Cachoeira Dourada,2019,2692
Caetanópolis,2019,11624
Caeté,2019,44718
Caiana,2019,5496
Cajuri,2019,3987
Caldas,2019,14480
Camacho,2019,2901
Camanducaia,2019,21770
Cambuí,2019,29551
Cambuquira,2019,12814
Campanário,2019,3721
Campanha,2019,16665
Campestre,2019,21055
Campina Verde,2019,19745
Campo Azul,2019,3817
Campo Belo,2019,54029
Campo do Meio,2019,11655
Campo Florido,2019,8151
Campos Altos,2019,15461
Campos Gerais,2019,28774
Canaã,2019,4563
Canápolis,2019,12150
Cana Verde,2019,5603
Candeias,2019,14886
Cantagalo,2019,4525
Caparaó,2019,5438
Capela Nova,2019,4653
Capelinha,2019,37784
Capetinga,2019,6920
Capim Branco,2019,9754
Capinópolis,2019,16173
Capitão Andrade,2019,5468
Capitão Enéas,2019,15234
Capitólio,2019,8632
Caputira,2019,9298
Caraí,2019,23685
Caranaíba,2019,3183
Carandaí,2019,25501
Carangola,2019,33000
Caratinga,2019,92062
Carbonita,2019,9405
Careaçu,2019,6757
Carlos Chagas,2019,18837
Carmésia,2019,2632
Carmo da Cachoeira,2019,12170
Carmo da Mata,2019,11476
Carmo de Minas,2019,14859
Carmo do Cajuru,2019,22478
Carmo do Paranaíba,2019,30329
Carmo do Rio Claro,2019,21225
Carmópolis de Minas,2019,19355
Carneirinho,2019,10027
Carrancas,2019,4047
Carvalhópolis,2019,3579
Carvalhos,2019,4478
Casa Grande,2019,2257
Cascalho Rico,2019,3075
Cássia,2019,17740
Conceição da Barra de Minas,2019,3954
Cataguases,2019,75123
Catas Altas,2019,5376
Catas Altas da Noruega,2019,3641
Catuji,2019,6311
Catuti,2019,4986
Caxambu,2019,21656
Cedro do Abaeté,2019,1164
Central de Minas,2019,7032
Centralina,2019,10350
Chácara,2019,3154
Chalé,2019,5704
Chapada do Norte,2019,15356
Chapada Gaúcha,2019,13680
Chiador,2019,2687
Cipotânea,2019,6787
Claraval,2019,4843
Claro dos Poções,2019,7551
Cláudio,2019,28617
Coimbra,2019,7556
Coluna,2019,8873
Comendador Gomes,2019,3111
Comercinho,2019,6929
Conceição da Aparecida,2019,10292
Conceição das Pedras,2019,2812
Conceição das Alagoas,2019,27893
Conceição de Ipanema,2019,4574
Conceição do Mato Dentro,2019,17842
Conceição do Pará,2019,5507
Conceição do Rio Verde,2019,13638
Conceição dos Ouros,2019,11638
Cônego Marinho,2019,7642
Confins,2019,6730
Congonhal,2019,11950
Congonhas,2019,54762
Congonhas do Norte,2019,5045
Conquista,2019,6939
Conselheiro Lafaiete,2019,128589
Conselheiro Pena,2019,22921
Consolação,2019,1783
Contagem,2019,663855
Coqueiral,2019,9159
Coração de Jesus,2019,26602
Cordisburgo,2019,8890
Cordislândia,2019,3538
Corinto,2019,23731
Coroaci,2019,9991
Coromandel,2019,27974
Coronel Fabriciano,2019,109855
Coronel Murta,2019,9222
Coronel Pacheco,2019,3086
Coronel Xavier Chaves,2019,3434
Córrego Danta,2019,3215
Córrego do Bom Jesus,2019,3704
Córrego Fundo,2019,6337
Córrego Novo,2019,2771
Couto de Magalhães de Minas,2019,4410
Crisólita,2019,6704
Cristais,2019,12798
Cristália,2019,5971
Cristiano Otoni,2019,5150
Cristina,2019,10242
Crucilândia,2019,5034
Cruzeiro da Fortaleza,2019,3626
Cruzília,2019,15417
Cuparaque,2019,4982
Curral de Dentro,2019,7729
Curvelo,2019,80129
Datas,2019,5410
Delfim Moreira,2019,8025
Delfinópolis,2019,7114
Delta,2019,10533
Descoberto,2019,5013
Desterro de Entre Rios,2019,7243
Desterro do Melo,2019,2901
Diamantina,2019,47723
Diogo de Vasconcelos,2019,3802
Dionísio,2019,7729
Divinésia,2019,3417
Divino,2019,19931
Divino das Laranjeiras,2019,4979
Divinolândia de Minas,2019,7571
Divinópolis,2019,238230
Divisa Alegre,2019,6786
Divisa Nova,2019,6011
Divisópolis,2019,11019
Dom Bosco,2019,3677
Dom Cavati,2019,5072
Dom Joaquim,2019,4195
Dom Silvério,2019,5237
Dom Viçoso,2019,3001
Dona Euzébia,2019,6572
Dores de Campos,2019,10153
Dores de Guanhães,2019,5169
Dores do Indaiá,2019,13483
Dores do Turvo,2019,4259
Doresópolis,2019,1527
Douradoquara,2019,1908
Durandé,2019,7841
Elói Mendes,2019,28076
Engenheiro Caldas,2019,11134
Engenheiro Navarro,2019,7242
Entre Folhas,2019,5370
Entre Rios de Minas,2019,15298
Ervália,2019,18895
Esmeraldas,2019,70552
Espera Feliz,2019,24951
Espinosa,2019,31617
Espírito Santo do Dourado,2019,4692
Estiva,2019,11354
Estrela Dalva,2019,2343
Estrela do Indaiá,2019,3500
Estrela do Sul,2019,7978
Eugenópolis,2019,11275
Ewbank da Câmara,2019,3913
Extrema,2019,36225
Fama,2019,2377
Faria Lemos,2019,3241
Felício dos Santos,2019,4753
São Gonçalo do Rio Preto,2019,3167
Felisburgo,2019,7457
Felixlândia,2019,15336
Fernandes Tourinho,2019,3431
Ferros,2019,9820
Fervedouro,2019,11006
Florestal,2019,7461
Formiga,2019,67683
Formoso,2019,9562
Fortaleza de Minas,2019,4412
Fortuna de Minas,2019,2947
Francisco Badaró,2019,10332
Francisco Dumont,2019,5215
Francisco Sá,2019,26277
Franciscópolis,2019,5391
Frei Gaspar,2019,5880
Frei Inocêncio,2019,9611
Frei Lagonegro,2019,3478
Fronteira,2019,18103
Fronteira dos Vales,2019,4581
Fruta de Leite,2019,5369
Frutal,2019,59496
Funilândia,2019,4349
Galiléia,2019,6817
Gameleiras,2019,5109
Glaucilândia,2019,3150
Goiabeira,2019,3353
Goianá,2019,3966
Gonçalves,2019,4350
Gonzaga,2019,6158
Gouveia,2019,11825
Governador Valadares,2019,279885
Grão Mogol,2019,15836
Grupiara,2019,1388
Guanhães,2019,34319
Guapé,2019,14245
Guaraciaba,2019,10324
Guaraciama,2019,4972
Guaranésia,2019,19021
Guarani,2019,8911
Guarará,2019,3796
Guarda-Mor,2019,6580
Guaxupé,2019,51917
Guidoval,2019,7078
Guimarânia,2019,8039
Guiricema,2019,8392
Gurinhatã,2019,5639
Heliodora,2019,6558
Iapu,2019,11004
Ibertioga,2019,5021
Ibiá,2019,25199
Ibiaí,2019,8395
Ibiracatu,2019,5400
Ibiraci,2019,13828
Ibirité,2019,180204
Ibitiúra de Minas,2019,3488
Ibituruna,2019,2989
Icaraí de Minas,2019,11990
Igarapé,2019,43045
Igaratinga,2019,10860
Iguatama,2019,7947
Ijaci,2019,6550
Ilicínea,2019,12375
Imbé de Minas,2019,6903
Inconfidentes,2019,7328
Indaiabira,2019,7351
Indianópolis,2019,6891
Ingaí,2019,2767
Inhapim,2019,24140
Inhaúma,2019,6271
Inimutaba,2019,7515
Ipaba,2019,18607
Ipanema,2019,19861
Ipatinga,2019,263410
Ipiaçu,2019,4221
Ipuiúna,2019,10079
Iraí de Minas,2019,6987
Itabira,2019,120060
Itabirinha,2019,11512
Itabirito,2019,51875
Itacambira,2019,5385
Itacarambi,2019,18153
Itaguara,2019,13358
Itaipé,2019,12760
Itajubá,2019,96869
Itamarandiba,2019,34735
Itamarati de Minas,2019,4355
Itambacuri,2019,23211
Itambé do Mato Dentro,2019,2081
Itamogi,2019,10192
Itamonte,2019,15579
Itanhandu,2019,15331
Itanhomi,2019,12228
Itaobim,2019,21062
Itapagipe,2019,15243
Itapecerica,2019,21762
Itapeva,2019,9783
Itatiaiuçu,2019,11146
Itaú de Minas,2019,16108
Itaúna,2019,93214
Itaverava,2019,5419
Itinga,2019,14990
Itueta,2019,6051
Ituiutaba,2019,104671
Itumirim,2019,6023
Iturama,2019,39263
Itutinga,2019,3788
Jaboticatubas,2019,20143
Jacinto,2019,12326
Jacuí,2019,7686
Jacutinga,2019,25979
Jaguaraçu,2019,3133
Jaíba,2019,38909
Jampruca,2019,5404
Janaúba,2019,71648
Januária,2019,67742
Japaraíba,2019,4350
Japonvar,2019,7969
Jeceaba,2019,4912
Jenipapo de Minas,2019,7692
Jequeri,2019,12386
Jequitaí,2019,7531
Jequitibá,2019,5211
Jequitinhonha,2019,25391
Jesuânia,2019,4787
Joaíma,2019,15432
Joanésia,2019,4573
João Monlevade,2019,79910
João Pinheiro,2019,47452
Joaquim Felício,2019,4695
Jordânia,2019,10812
José Gonçalves de Minas,2019,4501
José Raydan,2019,4995
Josenópolis,2019,4867
Nova União,2019,5725
Juatuba,2019,26946
Juiz de Fora,2019,568873
Juramento,2019,4331
Juruaia,2019,10563
Juvenília,2019,5724
Ladainha,2019,18111
Lagamar,2019,7613
Lagoa da Prata,2019,52165
Lagoa dos Patos,2019,4102
Lagoa Dourada,2019,13009
Lagoa Formosa,2019,18052
Lagoa Grande,2019,9532
Lagoa Santa,2019,64527
Lajinha,2019,19923
Lambari,2019,20814
Lamim,2019,3391
Laranjal,2019,6810
Lassance,2019,6512
Lavras,2019,103773
Leandro Ferreira,2019,3229
Leme do Prado,2019,4918
Leopoldina,2019,52587
Liberdade,2019,5069
Lima Duarte,2019,16698
Limeira do Oeste,2019,7536
Lontra,2019,9661
Luisburgo,2019,6266
Luislândia,2019,6699
Luminárias,2019,5446
Luz,2019,18215
Machacalis,2019,7111
Machado,2019,42133
Madre de Deus de Minas,2019,5098
Malacacheta,2019,18650
Mamonas,2019,6543
Manga,2019,18407
Manhuaçu,2019,90229
Manhumirim,2019,22707
Mantena,2019,27644
Maravilhas,2019,7976
Mar de Espanha,2019,12814
Maria da Fé,2019,14095
Mariana,2019,60724
Marilac,2019,4115
Mário Campos,2019,15416
Maripá de Minas,2019,2973
Marliéria,2019,4039
Marmelópolis,2019,2755
Martinho Campos,2019,13388
Martins Soares,2019,8417
Mata Verde,2019,8586
Materlândia,2019,4459
Mateus Leme,2019,31086
Matias Barbosa,2019,14468
Matias Cardoso,2019,11157
Matipó,2019,18908
Mato Verde,2019,12459
Matozinhos,2019,37820
Matutina,2019,3749
Medeiros,2019,3802
Medina,2019,20820
Mendes Pimentel,2019,6446
Mercês,2019,10739
Mesquita,2019,5605
Minas Novas,2019,31484
Minduri,2019,3894
Mirabela,2019,13589
Miradouro,2019,10754
Miraí,2019,15014
Miravânia,2019,4888
Moeda,2019,4919
Moema,2019,7517
Monjolos,2019,2220
Monsenhor Paulo,2019,8688
Montalvânia,2019,14877
Monte Alegre de Minas,2019,21120
Monte Azul,2019,20854
Monte Belo,2019,13166
Monte Carmelo,2019,47809
Monte Formoso,2019,4906
Monte Santo de Minas,2019,21524
Montes Claros,2019,409341
Monte Sião,2019,23803
Montezuma,2019,8249
Morada Nova de Minas,2019,8863
Morro da Garça,2019,2462
Morro do Pilar,2019,3182
Munhoz,2019,6029
Muriaé,2019,108763
Mutum,2019,26979
Muzambinho,2019,20569
Nacip Raydan,2019,3220
Nanuque,2019,40750
Naque,2019,6996
Natalândia,2019,3311
Natércia,2019,4730
Nazareno,2019,8608
Nepomuceno,2019,26769
Ninheira,2019,10295
Nova Belém,2019,3190
Nova Era,2019,17578
Nova Lima,2019,94889
Nova Módica,2019,3600
Nova Ponte,2019,15545
Nova Porteirinha,2019,7500
Nova Resende,2019,16723
Nova Serrana,2019,102693
Novo Cruzeiro,2019,31331
Novo Oriente de Minas,2019,10755
Novorizonte,2019,5299
Olaria,2019,1747
Olhos-d'Água,2019,6096
Olímpio Noronha,2019,2787
Oliveira,2019,41687
Oliveira Fortes,2019,2133
Onça de Pitangui,2019,3148
Oratórios,2019,4655
Orizânia,2019,8018
Ouro Branco,2019,39500
Ouro Fino,2019,33639
Ouro Preto,2019,74281
Ouro Verde de Minas,2019,5934
Padre Carvalho,2019,6378
Padre Paraíso,2019,20154
Paineiras,2019,4486
Pains,2019,8283
Pai Pedro,2019,6089
Paiva,2019,1529
Palma,2019,6616
Palmópolis,2019,5507
Papagaios,2019,15674
Paracatu,2019,93158
Pará de Minas,2019,93969
Paraguaçu,2019,21513
Paraisópolis,2019,21083
Paraopeba,2019,24540
Passabém,2019,1649
Passa Quatro,2019,16344
Passa Tempo,2019,8084
Passa Vinte,2019,2039
Passos,2019,114679
Patis,2019,5972
Patos de Minas,2019,152488
Patrocínio,2019,90757
Patrocínio do Muriaé,2019,5684
Paula Cândido,2019,9571
Paulistas,2019,4830
Pavão,2019,8450
Peçanha,2019,17541
Pedra Azul,2019,24324
Pedra Bonita,2019,7097
Pedra do Anta,2019,3052
Pedra do Indaiá,2019,3972
Pedra Dourada,2019,2504
Pedralva,2019,11195
Pedras de Maria da Cruz,2019,12107
Pedrinópolis,2019,3635
Pedro Leopoldo,2019,64258
Pedro Teixeira,2019,1807
Pequeri,2019,3320
Pequi,2019,4406
Perdigão,2019,11506
Perdizes,2019,16168
Perdões,2019,21390
Periquito,2019,6810
Pescador,2019,4252
Piau,2019,2748
Piedade de Caratinga,2019,8566
Piedade de Ponte Nova,2019,4140
Piedade do Rio Grande,2019,4497
Piedade dos Gerais,2019,4982
Pimenta,2019,8660
Pingo-d'Água,2019,4941
Pintópolis,2019,7507
Piracema,2019,6409
Pirajuba,2019,6199
Piranga,2019,17626
Piranguçu,2019,5472
Piranguinho,2019,8596
Pirapetinga,2019,10752
Pirapora,2019,56428
Piraúba,2019,10787
Pitangui,2019,27989
Piumhi,2019,34691
Planura,2019,12133
Poço Fundo,2019,16791
Poços de Caldas,2019,167397
Pocrane,2019,8432
Pompéu,2019,31812
Ponte Nova,2019,59742
Ponto Chique,2019,4261
Ponto dos Volantes,2019,12121
Porteirinha,2019,37906
Porto Firme,2019,11279
Poté,2019,16555
Pouso Alegre,2019,150737
Pouso Alto,2019,5940
Prados,2019,9031
Prata,2019,27856
Pratápolis,2019,8603
Pratinha,2019,3603
Presidente Bernardes,2019,5369
Presidente Juscelino,2019,3641
Presidente Kubitschek,2019,3002
Presidente Olegário,2019,19573
Alto Jequitibá,2019,8317
Prudente de Morais,2019,10733
Quartel Geral,2019,3563
Queluzito,2019,1939
Raposos,2019,16354
Raul Soares,2019,23762
Recreio,2019,10517
Reduto,2019,7154
Resende Costa,2019,11500
Resplendor,2019,17397
Ressaquinha,2019,4808
Riachinho,2019,8136
Riacho dos Machados,2019,9481
Ribeirão das Neves,2019,334858
Ribeirão Vermelho,2019,4033
Rio Acima,2019,10312
Rio Casca,2019,13564
Rio Doce,2019,2610
Rio do Prado,2019,5150
Rio Espera,2019,5474
Rio Manso,2019,5832
Rio Novo,2019,8949
Rio Paranaíba,2019,12313
Rio Pardo de Minas,2019,30914
Rio Piracicaba,2019,14339
Rio Pomba,2019,17910
Rio Preto,2019,5476
Rio Vermelho,2019,12846
Ritápolis,2019,4604
Rochedo de Minas,2019,2305
Rodeiro,2019,8109
Romaria,2019,3533
Rosário da Limeira,2019,4594
Rubelita,2019,5995
Rubim,2019,10241
Sabará,2019,136344
Sabinópolis,2019,15470
Sacramento,2019,26185
Salinas,2019,41527
Salto da Divisa,2019,7009
Santa Bárbara,2019,31324
Santa Bárbara do Leste,2019,8147
Santa Bárbara do Monte Verde,2019,3150
Santa Bárbara do Tugúrio,2019,4430
Santa Cruz de Minas,2019,8604
Santa Cruz de Salinas,2019,4142
Santa Cruz do Escalvado,2019,4758
Santa Efigênia de Minas,2019,4409
Santa Fé de Minas,2019,3846
Santa Helena de Minas,2019,6366
Santa Juliana,2019,14003
Santa Luzia,2019,219134
Santa Margarida,2019,16208
Santa Maria de Itabira,2019,10847
Santa Maria do Salto,2019,5232
Santa Maria do Suaçuí,2019,14615
Santana da Vargem,2019,7100
Santana de Cataguases,2019,3872
Santana de Pirapama,2019,7642
Santana do Deserto,2019,3976
Santana do Garambéu,2019,2458
Santana do Jacaré,2019,4821
Santana do Manhuaçu,2019,8674
Santana do Paraíso,2019,34663
Santana do Riacho,2019,4295
Santana dos Montes,2019,3777
Santa Rita de Caldas,2019,8949
Santa Rita de Jacutinga,2019,4884
Santa Rita de Minas,2019,7212
Santa Rita de Ibitipoca,2019,3425
Santa Rita do Itueto,2019,5489
Santa Rita do Sapucaí,2019,43260
Santa Rosa da Serra,2019,3350
Santa Vitória,2019,19742
Santo Antônio do Amparo,2019,18525
Santo Antônio do Aventureiro,2019,3602
Santo Antônio do Grama,2019,3911
Santo Antônio do Itambé,2019,3838
Santo Antônio do Jacinto,2019,11640
Santo Antônio do Monte,2019,28243
Santo Antônio do Retiro,2019,7277
Santo Antônio do Rio Abaixo,2019,1765
Santo Hipólito,2019,3087
Santos Dumont,2019,46487
São Bento Abade,2019,5286
São Brás do Suaçuí,2019,3738
São Domingos das Dores,2019,5644
São Domingos do Prata,2019,17359
São Félix de Minas,2019,3369
São Francisco,2019,56323
São Francisco de Paula,2019,6527
São Francisco de Sales,2019,6238
São Francisco do Glória,2019,4844
São Geraldo,2019,12366
São Geraldo da Piedade,2019,3962
São Geraldo do Baixio,2019,4012
São Gonçalo do Abaeté,2019,8389
São Gonçalo do Pará,2019,12411
São Gonçalo do Rio Abaixo,2019,10920
São Gonçalo do Sapucaí,2019,25449
São Gotardo,2019,35469
São João Batista do Glória,2019,7453
São João da Lagoa,2019,4915
São João da Mata,2019,2749
São João da Ponte,2019,25165
São João das Missões,2019,13014
São João del Rei,2019,90082
São João do Manhuaçu,2019,11559
São João do Manteninha,2019,5859
São João do Oriente,2019,7498
São João do Pacuí,2019,4419
São João do Paraíso,2019,23618
São João Evangelista,2019,15774
São João Nepomuceno,2019,26361
São Joaquim de Bicas,2019,31578
São José da Barra,2019,7426
São José da Lapa,2019,23766
São José da Safira,2019,4268
São José da Varginha,2019,5004
São José do Alegre,2019,4196
São José do Divino,2019,3860
São José do Goiabal,2019,5420
São José do Jacuri,2019,6453
São José do Mantimento,2019,2791
São Lourenço,2019,45851
São Miguel do Anta,2019,6938
São Pedro da União,2019,4659
São Pedro dos Ferros,2019,7781
São Pedro do Suaçuí,2019,5246
São Romão,2019,12337
São Roque de Minas,2019,7051
São Sebastião da Bela Vista,2019,5504
São Sebastião da Vargem Alegre,2019,3007
São Sebastião do Anta,2019,6555
São Sebastião do Maranhão,2019,10044
São Sebastião do Oeste,2019,6775
São Sebastião do Paraíso,2019,70956
São Sebastião do Rio Preto,2019,1506
São Sebastião do Rio Verde,2019,2241
São Tiago,2019,10941
São Tomás de Aquino,2019,7021
São Tomé das Letras,2019,7089
São Vicente de Minas,2019,7753
Sapucaí-Mirim,2019,6930
Sardoá,2019,6300
Sarzedo,2019,32752
Setubinha,2019,12258
Sem-Peixe,2019,2633
Senador Amaral,2019,5356
Senador Cortes,2019,2005
Senador Firmino,2019,7812
Senador José Bento,2019,1502
Senador Modestino Gonçalves,2019,4156
Senhora de Oliveira,2019,5786
Senhora do Porto,2019,3523
Senhora dos Remédios,2019,10459
Sericita,2019,7326
Seritinga,2019,1851
Serra Azul de Minas,2019,4293
Serra da Saudade,2019,781
Serra dos Aimorés,2019,8699
Serra do Salitre,2019,11582
Serrania,2019,7669
Serranópolis de Minas,2019,4781
Serranos,2019,1963
Serro,2019,20966
Sete Lagoas,2019,239639
Silveirânia,2019,2261
Silvianópolis,2019,6238
Simão Pereira,2019,2615
Simonésia,2019,19633
Sobrália,2019,5553
Soledade de Minas,2019,6151
Tabuleiro,2019,3750
Taiobeiras,2019,34132
Taparuba,2019,3110
Tapira,2019,4773
Tapiraí,2019,1875
Taquaraçu de Minas,2019,4077
Tarumirim,2019,14326
Teixeiras,2019,11661
Teófilo Otoni,2019,140592
Timóteo,2019,89842
Tiradentes,2019,7981
Tiros,2019,6480
Tocantins,2019,16659
Tocos do Moji,2019,4101
Toledo,2019,6258
Tombos,2019,8022
Três Corações,2019,79482
Três Marias,2019,32356
Três Pontas,2019,56746
Tumiritinga,2019,6732
Tupaciguara,2019,25327
Turmalina,2019,19964
Turvolândia,2019,5040
Ubá,2019,115552
Ubaí,2019,12533
Ubaporanga,2019,12471
Uberaba,2019,333783
Uberlândia,2019,691305
Umburatiba,2019,2611
Unaí,2019,84378
União de Minas,2019,4304
Uruana de Minas,2019,3264
Urucânia,2019,10358
Urucuia,2019,16865
Vargem Alegre,2019,6480
Vargem Bonita,2019,2153
Vargem Grande do Rio Pardo,2019,5007
Varginha,2019,135558
Varjão de Minas,2019,7036
Várzea da Palma,2019,39493
Varzelândia,2019,19320
Vazante,2019,20590
Verdelândia,2019,9355
Veredinha,2019,5720
Veríssimo,2019,3999
Vermelho Novo,2019,4839
Vespasiano,2019,127601
Viçosa,2019,78846
Vieiras,2019,3608
Mathias Lobato,2019,3203
Virgem da Lapa,2019,13752
Virgínia,2019,8674
Virginópolis,2019,10510
Virgolândia,2019,5380
Visconde do Rio Branco,2019,42564
Volta Grande,2019,5252
Wenceslau Braz,2019,2552
Abadia dos Dourados,2020,7006
Abaeté,2020,23250
Abre Campo,2020,13444
Acaiaca,2020,3994
Açucena,2020,9368
Água Boa,2020,13523
Água Comprida,2020,1992
Aguanil,2020,4522
Águas Formosas,2020,19247
Águas Vermelhas,2020,13599
Aimorés,2020,25141
Aiuruoca,2020,5976
Alagoa,2020,2665
Albertina,2020,3011
Além Paraíba,2020,35401
Alfenas,2020,80494
Alfredo Vasconcelos,2020,6981
Almenara,2020,42143
Alpercata,2020,7436
Alpinópolis,2020,19958
Alterosa,2020,14517
Alto Caparaó,2020,5894
Alto Rio Doce,2020,10859
Alvarenga,2020,3844
Alvinópolis,2020,15169
Alvorada de Minas,2020,3605
Amparo do Serra,2020,4678
Andradas,2020,41396
Cachoeira de Pajeú,2020,9442
Andrelândia,2020,12206
Angelândia,2020,8557
Antônio Carlos,2020,11459
Antônio Dias,2020,9275
Antônio Prado de Minas,2020,1587
Araçaí,2020,2354
Aracitaba,2020,2059
Araçuaí,2020,36712
Araguari,2020,117825
Arantina,2020,2787
Araponga,2020,8453
Araporã,2020,6931
Arapuá,2020,2835
Araújos,2020,9401
Araxá,2020,107337
Arceburgo,2020,10883
Arcos,2020,40380
Areado,2020,15181
Argirita,2020,2704
Aricanduva,2020,5269
Arinos,2020,17862
Astolfo Dutra,2020,14270
Ataléia,2020,12678
Augusto de Lima,2020,4851
Baependi,2020,19199
Baldim,2020,7803
Bambuí,2020,23898
Bandeira,2020,4766
Bandeira do Sul,2020,5778
Barão de Cocais,2020,32866
Barão de Monte Alto,2020,5354
Barbacena,2020,138204
Barra Longa,2020,5015
Barroso,2020,20897
Bela Vista de Minas,2020,10262
Belmiro Braga,2020,3425
Belo Horizonte,2020,2521564
Belo Oriente,2020,26994
Belo Vale,2020,7719
Berilo,2020,11872
Bertópolis,2020,4607
Berizal,2020,4764
Betim,2020,444784
Bias Fortes,2020,3329
Bicas,2020,14554
Biquinhas,2020,2498
Boa Esperança,2020,40219
Bocaina de Minas,2020,5089
Bocaiúva,2020,50256
Bom Despacho,2020,51028
Bom Jardim de Minas,2020,6459
Bom Jesus da Penha,2020,4244
Bom Jesus do Amparo,2020,6133
Bom Jesus do Galho,2020,14862
Bom Repouso,2020,10537
Bom Sucesso,2020,17607
Bonfim,2020,6860
Bonfinópolis de Minas,2020,5444
Bonito de Minas,2020,11369
Borda da Mata,2020,19614
Botelhos,2020,14949
Botumirim,2020,6288
Brasilândia de Minas,2020,16748
Brasília de Minas,2020,32405
Brás Pires,2020,4293
Braúnas,2020,4769
Brazópolis,2020,14410
Brumadinho,2020,40666
Bueno Brandão,2020,10991
Buenópolis,2020,10353
Bugre,2020,3983
Buritis,2020,25013
Buritizeiro,2020,28121
Cabeceira Grande,2020,6988
Cabo Verde,2020,14075
Cachoeira da Prata,2020,3591
Cachoeira de Minas,2020,11579
Cachoeira Dourada,2020,2706
Caetanópolis,2020,11749
Caeté,2020,45047
Caiana,2020,5541
Cajuri,2020,3974
Caldas,2020,14541
Camacho,2020,2869
Camanducaia,2020,21801
Cambuí,2020,29814
Cambuquira,2020,12812
Campanário,2020,3730
Campanha,2020,16762
Campestre,2020,21054
Campina Verde,2020,19752
Campo Azul,2020,3824
Campo Belo,2020,54186
Campo do Meio,2020,11651
Campo Florido,2020,8269
Campos Altos,2020,15563
Campos Gerais,2020,28842
Canaã,2020,4548
Canápolis,2020,12201
Cana Verde,2020,5594
Candeias,2020,14888
Cantagalo,2020,4551
Caparaó,2020,5451
Capela Nova,2020,4634
Capelinha,2020,38057
Capetinga,2020,6890
Capim Branco,2020,9826
Capinópolis,2020,16234
Capitão Andrade,2020,5514
Capitão Enéas,2020,15313
Capitólio,2020,8663
Caputira,2020,9308
Caraí,2020,23780
Caranaíba,2020,3166
Carandaí,2020,25669
Carangola,2020,33011
Caratinga,2020,92603
Carbonita,2020,9414
Careaçu,2020,6792
Carlos Chagas,2020,18674
Carmésia,2020,2646
Carmo da Cachoeira,2020,12182
Carmo da Mata,2020,11511
Carmo de Minas,2020,14947
Carmo do Cajuru,2020,22693
Carmo do Paranaíba,2020,30334
Carmo do Rio Claro,2020,21268
Carmópolis de Minas,2020,19559
Carneirinho,2020,10066
Carrancas,2020,4049
Carvalhópolis,2020,3597
Carvalhos,2020,4461
Casa Grande,2020,2254
Cascalho Rico,2020,3092
Cássia,2020,17740
Conceição da Barra de Minas,2020,3946
Cataguases,2020,75540
Catas Altas,2020,5421
Catas Altas da Noruega,2020,3653
Catuji,2020,6257
Catuti,2020,4965
Caxambu,2020,21610
Cedro do Abaeté,2020,1157
Central de Minas,2020,7046
Centralina,2020,10346
Chácara,2020,3186
Chalé,2020,5699
Chapada do Norte,2020,15345
Chapada Gaúcha,2020,13953
Chiador,2020,2671
Cipotânea,2020,6799
Claraval,2020,4853
Claro dos Poções,2020,7514
Cláudio,2020,28859
Coimbra,2020,7594
Coluna,2020,8841
Comendador Gomes,2020,3120
Comercinho,2020,6774
Conceição da Aparecida,2020,10322
Conceição das Pedras,2020,2813
Conceição das Alagoas,2020,28346
Conceição de Ipanema,2020,4578
Conceição do Mato Dentro,2020,17503
Conceição do Pará,2020,5533
Conceição do Rio Verde,2020,13684
Conceição dos Ouros,2020,11748
Cônego Marinho,2020,7686
Confins,2020,6800
Congonhal,2020,12082
Congonhas,2020,55309
Congonhas do Norte,2020,5046
Conquista,2020,6969
Conselheiro Lafaiete,2020,129606
Conselheiro Pena,2020,22949
Consolação,2020,1784
Contagem,2020,668949
Coqueiral,2020,9128
Coração de Jesus,2020,26611
Cordisburgo,2020,8897
Cordislândia,2020,3542
Corinto,2020,23668
Coroaci,2020,9943
Coromandel,2020,27966
Coronel Fabriciano,2020,110290
Coronel Murta,2020,9215
Coronel Pacheco,2020,3090
Coronel Xavier Chaves,2020,3441
Córrego Danta,2020,3191
Córrego do Bom Jesus,2020,3694
Córrego Fundo,2020,6382
Córrego Novo,2020,2728
