ID,Bairro,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa,Media Idade,Cor Predominante,Escolaridade Predominante
4419,142,35.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4420,142,41.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4421,80,52.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4422,122,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4423,142,22.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4424,68,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4425,127,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4426,152,31.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4427,122,43.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4428,18,20.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4429,18,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4430,140,49.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4431,159,18.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4432,142,20.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4433,171,53.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4434,128,67.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4435,18,39.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4436,64,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4437,137,67.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4438,87,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4439,154,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4440,101,27.0,BRANCA,SUPERIOR COMPLETO,ALTO RISCO DE FATALIDADE,1,,,,,,
4441,81,42.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4442,91,38.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4443,68,64.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
4444,50,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4445,81,80.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4446,139,39.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4447,107,37.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4448,7,23.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4449,177,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4450,18,57.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4451,87,45.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4452,120,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4453,18,29.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4454,141,51.0,PRETO,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
4455,141,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4456,58,38.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4457,18,44.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4458,87,58.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4459,4,24.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4460,18,35.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4461,172,49.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4462,44,50.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4463,70,40.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4464,114,36.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4465,70,29.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4466,18,62.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4467,80,46.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4468,133,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4469,128,87.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4470,42,49.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4471,172,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4472,114,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4473,15,31.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4474,18,50.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4475,83,47.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4476,35,35.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4477,133,31.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4478,158,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4479,35,31.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4480,109,39.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4481,50,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4482,34,63.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4483,18,16.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4484,34,50.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4485,114,43.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
4486,17,30.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4487,142,24.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4488,17,30.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4489,18,48.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4490,73,56.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4491,18,26.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4492,49,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4493,114,43.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4494,102,33.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4495,73,18.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4496,91,29.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4497,18,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4498,111,46.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4499,21,58.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4500,68,20.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4501,101,51.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4502,134,35.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4503,109,48.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4504,34,24.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4505,134,27.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4506,18,47.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4507,154,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4508,72,25.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4509,11,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4510,144,45.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4511,103,15.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4512,43,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4513,103,65.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4514,140,36.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4515,75,42.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4516,18,29.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4517,18,36.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4518,83,29.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4519,109,40.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4520,138,67.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4521,11,34.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4522,128,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4523,164,25.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4524,12,23.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4525,81,22.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4526,142,20.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4527,133,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4528,109,59.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4529,139,19.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4530,45,36.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4531,5,36.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4532,18,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4533,109,18.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4534,14,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4535,177,53.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4536,107,34.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4537,126,31.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4538,11,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4539,109,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4540,18,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4541,109,18.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4542,11,20.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4543,18,58.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4544,18,58.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4545,72,56.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4546,1,52.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4547,75,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4548,34,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4549,18,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4550,70,60.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4551,18,43.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4552,128,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4553,111,35.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4554,107,30.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4555,18,26.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4556,145,69.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4557,155,46.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4558,105,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4559,107,57.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4560,124,43.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4561,99,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4562,125,43.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4563,165,43.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4564,103,56.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4565,43,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4566,167,46.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4567,167,52.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4568,78,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4569,81,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4570,99,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4571,36,19.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4572,46,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4573,171,27.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4574,152,31.0,PRETO,ALFABETIZADO,NAO FATAL,1,,,,,,
4575,68,71.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4576,133,51.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4577,73,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4578,7,44.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4579,84,19.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4580,12,66.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4581,105,45.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4582,73,27.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4583,98,51.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4584,141,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4585,18,54.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4586,18,49.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4587,165,28.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4588,158,24.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4589,11,25.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4590,94,56.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4591,122,33.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4592,17,38.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4593,127,49.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4594,166,72.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4595,102,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4596,18,55.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4597,87,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4598,106,28.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
4599,80,64.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4600,132,35.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4601,80,27.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4602,17,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4603,18,38.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
4604,18,40.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4605,78,34.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4606,136,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4607,75,13.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4608,14,44.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4609,36,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4610,52,27.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4611,34,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4612,68,30.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4613,177,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4614,18,50.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4615,18,26.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4616,12,44.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4617,32,40.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4618,170,32.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4619,18,28.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4620,18,26.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4621,70,31.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4622,70,43.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4623,172,30.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4624,103,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4625,156,48.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4626,15,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4627,47,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4628,18,58.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4629,109,19.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4630,17,45.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4631,83,72.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4632,77,41.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4633,77,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4634,68,27.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4635,83,57.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4636,12,64.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4637,146,59.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4638,68,46.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4639,156,37.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4640,156,35.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4641,128,73.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4642,87,52.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4643,18,25.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4644,110,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4645,159,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4646,35,38.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4647,136,43.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4648,18,72.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4649,99,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4650,143,78.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4651,73,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4652,83,41.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4653,109,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4654,140,50.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4655,52,80.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4656,9,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4657,70,51.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4658,154,49.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4659,12,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4660,120,61.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4661,70,39.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4662,14,27.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4663,18,30.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4664,172,42.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4665,50,36.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4666,18,37.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4667,156,37.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
4668,115,35.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4669,107,47.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
