ID,Bairro,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa,Media Idade,Cor Predominante,Escolaridade Predominante
4166,172,35.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4167,125,47.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4168,73,40.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4169,12,57.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4170,18,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4171,36,47.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4172,133,37.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4173,138,39.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4174,12,3.0,BRANCA,ANALFABETO,POSSIVEL FATAL,1,,,,,,
4175,81,75.0,PARDA,ANALFABETO,NAO FATAL,1,,,,,,
4176,11,46.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4177,155,44.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4178,18,49.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4179,18,53.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4180,101,47.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4181,156,30.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4182,156,36.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4183,49,42.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4184,49,26.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4185,11,29.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4186,11,18.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4187,12,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4188,77,26.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4189,128,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4190,155,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4191,143,45.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4192,18,58.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4193,87,20.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4194,158,20.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4195,158,47.0,PRETO,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4196,155,36.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4197,145,51.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4198,78,32.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4199,18,21.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4200,45,15.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4201,45,36.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4202,77,40.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4203,18,47.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4204,113,24.0,PARDA,SUPERIOR COMPLETO,ALTO RISCO DE FATALIDADE,1,,,,,,
4205,107,24.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4206,126,20.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4207,91,47.0,PARDA,OUTROS   ESCOLARIDADE,POSSIVEL FATAL,1,,,,,,
4208,36,49.0,PRETO,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
4209,134,51.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4210,145,22.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4211,65,41.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4212,78,38.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4213,111,60.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4214,49,70.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4215,72,40.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4216,105,16.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4217,105,42.0,PARDA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
4218,68,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4219,47,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4220,166,43.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
4221,128,20.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4222,68,67.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4223,99,59.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4224,126,57.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4225,14,68.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4226,68,25.0,PRETO,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4227,107,16.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4228,81,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4229,134,38.0,PRETO,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4230,128,40.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4231,91,26.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4232,99,52.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4233,68,46.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4234,181,64.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4235,171,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4236,31,35.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4237,81,37.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4238,105,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4239,127,18.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4240,18,77.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4241,66,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4242,158,31.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4243,105,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4244,128,52.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4245,12,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4246,128,30.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4247,128,59.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4248,120,64.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4249,142,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4250,125,59.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4251,137,31.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4252,137,31.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4253,158,38.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4254,69,40.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4255,137,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4256,81,37.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4257,18,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4258,18,44.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4259,109,28.0,PRETO,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4260,128,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4261,132,51.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4262,12,68.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4263,145,57.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4264,177,41.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4265,14,38.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
4266,11,46.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
4267,81,49.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4268,187,48.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4269,143,59.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4270,142,57.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4271,47,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4272,111,29.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4273,155,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4274,155,73.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4275,17,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4276,140,13.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4277,140,42.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4278,159,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4279,128,49.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4280,125,31.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4281,145,30.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4282,14,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4283,81,58.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4284,49,37.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4285,11,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4286,156,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4287,145,46.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4288,177,36.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4289,111,70.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4290,83,48.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4291,18,17.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4292,18,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4293,128,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4294,18,22.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4295,175,7.0,BRANCA,OUTROS   ESCOLARIDADE,POSSIVEL FATAL,1,,,,,,
4296,34,43.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4297,68,21.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4298,18,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4299,11,22.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4300,47,52.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4301,66,47.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4302,83,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4303,134,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4304,18,79.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4305,112,48.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4306,18,27.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4307,124,52.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4308,81,20.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4309,126,24.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4310,11,52.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4311,9,78.0,BRANCA,OUTROS   ESCOLARIDADE,POSSIVEL FATAL,1,,,,,,
4312,1,50.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4313,18,76.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4314,26,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4315,137,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4316,155,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
4317,107,35.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4318,36,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4319,125,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4320,9,43.0,BRANCA,DOUTORADO,NAO FATAL,1,,,,,,
4321,18,59.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4322,18,34.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4323,11,26.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4324,21,57.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4325,125,58.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4326,137,37.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4327,34,55.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4328,156,57.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4329,155,31.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4330,11,22.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4331,126,22.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4332,73,35.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4333,128,34.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4334,109,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4335,107,39.0,PRETO,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
4336,145,38.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
4337,52,36.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4338,68,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4339,17,52.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4340,96,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4341,35,21.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4342,77,26.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
4343,162,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4344,155,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4345,68,66.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4346,99,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4347,147,69.0,PARDA,ANALFABETO,POSSIVEL FATAL,1,,,,,,
4348,168,24.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4349,132,35.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4350,158,21.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4351,104,34.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4352,68,48.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4353,11,23.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4354,128,16.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4355,68,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4356,181,47.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4357,18,30.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4358,66,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4359,66,64.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4360,83,42.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
4361,105,57.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4362,154,47.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4363,156,34.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4364,171,52.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4365,144,28.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4366,76,78.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4367,125,28.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4368,125,19.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4369,125,47.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4370,164,30.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4371,171,37.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
4372,177,36.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4373,136,26.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4374,18,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4375,154,59.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4376,17,55.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4377,17,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4378,18,72.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4379,18,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4380,98,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4381,156,27.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
4382,109,31.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4383,99,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4384,70,31.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
4385,18,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4386,109,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4387,36,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4388,17,12.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
4389,50,36.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4390,181,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4391,55,86.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4392,18,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4393,50,39.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4394,141,55.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
4395,34,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4396,18,26.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4397,139,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4398,177,56.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4399,68,76.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
4400,32,30.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
4401,6,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4402,165,44.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4403,177,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4404,86,26.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
4405,181,65.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
4406,83,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4407,126,51.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
4408,34,69.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4409,34,45.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
4410,8,63.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4411,107,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4412,17,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4413,142,37.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
4414,164,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
4415,75,37.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
4416,87,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4417,132,44.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
4418,132,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
